Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
USA: WASHINGTON: COMBAT VIOLENCE AGAINST WOMEN RALLY,https://www.youtube.com/watch?v=CbHHfqfJwho,3,291,1,"(9 Apr 1995) English/Nat

The sister of Nicole Brown Simpson, the murdered ex-wife of O-J Simpson, joined  thousands of protestors in Washington D-C today (Sunday) in a rally to combat violence  against women.

Denise Brown and celebrities including actors Sharon Gless and Tyne Daly  supporting  a broad coalition of groups fighting for a variety of women's rights.

The rally, organised by the National Organisation for Women, encompassed a variety of  issues - from violence against abortion clinics, to gay and lesbian and victims' rights.

It was a symbol of what these protestors see as the epidemic of violence against  women - the National Organisation for Women say it spreads from abortion clinic  attacks to politics.

More than six-thousand tee shirts were displayed on Washington D-C's National Mall,  each representing a story of abuse, rape or other form of violence.

Some messages were so strong that many were overcome with emotion.

The tee shirts were part of the Clothesline Project, which aims to draw attention to the  growing problem of violence faced by women today.

The white shirts were some of the most poignant as they represent women who  ultimately died after suffering years of abuse.

Some of those who made it here said the shirts mean they have survived and hope to  draw attention to society's violence against women.

SOUNDBITE:
""They say that we are survivors. And we are strong. And we are here, we're surviving."" 
SUPER CAPTION: Jane

One woman hanging a white shirt had her own tale of domestic abuse to tell.

Denise Brown, sister of Nicole Brown Simpson, displayed a shirt with messages written  by the children of her dead sister and O-J Simpson.  

SOUNDBITE:
""Each of the children. They wrote their own little sayings here. Here's from Sidney. 'I  miss you so much, love Sidney'.""
SUPER CAPTION: Denise Brown, Nicole Brown Simpson's Sister

By the middle of the day, thousands had gathered to make sure their message was  heard.

One target of their protest was Newt Gingrich, the Republican House Speaker, who is  threatening to cut social programs designed to help women.

One of the rally's organisers, Eleanor Smeal, says the Republican's Contract with  America does nothing for women.

SOUNDBITE:
""And they can't take this majority they want in fiscal conservatism and now create more  violence towards women by cutting the social programs and by, frankly, cutting back  women's rights.""
SUPER CAPTION: Eleanor Smeal, President, Fund for the Feminist Majority

Hollywood celebrities, like Tyne Daly and Sharon Gless, were also on hand to vent their  frustration at Congress for what they say is its lack of concern for women's issues.

SOUNDBITE:
""I think that at the end of the hundred days, ah, there's nothing for women. And so I  think what it's done in reverse form is, yeah, gotten people angry. And we're all here."" 
SUPER CAPTION: Sharon Gless, Actor 

While thousands hope their message is heard on Capitol Hill, perhaps it is these quiet  reminders that are blowing in the breeze which could make the strongest impression.

Find out more about AP Archive: http://www.aparchive.com/HowWeWork 
Twitter: https://twitter.com/AP_Archive 
Facebook: https://www.facebook.com/APArchives ​​
Instagram: https://www.instagram.com/APNews/


You can license this story through AP Archive: http://www.aparchive.com/metadata/youtube/d51e8ccd146f6aa4e8cba94580074aec",2015-07-21T19:05:45Z,UCHTK-2W11Vh1V4uwofOfR4w,AP Archive
"Gender-Based Violence: It’s Really, Really Not Your Fault | Lauren Taylor | TEDxBethesdaWomen",https://www.youtube.com/watch?v=BYhpFpOs1ts,12,460,1,"“Gender-Based Violence: It’s Not Your Fault, and It’s Also Not Your Fault” implores us to be aware, to be true to ourselves and to embrace self-compassion – rather than being “nice” or “amiable” as our go-to response or way of being. Lauren R. Taylor has been working to end gender-based violence since 1978, when she co-founded Washington, D.C.’s, first shelter for abused women and their children. She’s a survivor who, for more than 35 years, has been teaching skills for stopping harassment, abuse, and assault to those most often targeted: women, LGBTQIA+ people, teens, children, and disabled people. 

As a trainer and director of Defend Yourself, Lauren and her team have reached more than 40,000 people in the D.C. area and nationally. Her writing on interpersonal violence and violence prevention has been widely published in The Washington Post, Everyday Feminism, the Ms. Blog, and other media. Lauren recently co-authored"" Get Empowered: A Practical Guide to Thrive, Heal, and Embrace Your Confidence in a Sexist World."" This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2023-11-01T17:03:25Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks
Latin American women fight against gender-based violence,https://www.youtube.com/watch?v=bMi2HBxq_fk,14,525,1,"November 25 marked the International Day for the Elimination of Violence Against Women. As femicide in Latin America remains an enormous problem, Latin American women have been taking action to end gender violence.


Watch CGTN LIVE on your computer, tablet or mobile
https://cgtnamerica.vhx.tv/videos/hd-live-broadcasts
Subscribe to CGTN America on YouTube
Follow CGTN America:
Twitter: @cgtnamerica
Facebook: @cgtnamerica
Instagram: @cgtnamerica
TikTok:    @newstoks

This material is distributed by MediaLinks TV, LLC on behalf of CCTV. Additional information is available at the Department of Justice, Washington, D.C.",2023-11-26T20:39:26Z,UCj7wKsOBhRD9Jy4yahkMRMw,CGTN America
Untrapped Hope | Rev. Dr. George L. Parks Jr.,https://www.youtube.com/watch?v=GbbKFskXrcE,9,607,0,CCLI License 869673,2024-12-01T17:25:26Z,UCpmd3iZV33vHxTAOlin-SAw,Metropolitan Baptist Church
"Persons of Interest in Assault with Deadly Weapon, 2420 Elvans Road, SE, on May 9, 2013",https://www.youtube.com/watch?v=EHU02Z7HA60,0,13554,1,"The Metropolitan Police Department seeks the public's assistance in identifying two persons of interest in reference to an Assault with a Deadly Weapon which occurred on Thursday, May 9, 2013 at approximately 6:06 PM in the 2400 block of Elvans Road, SE. The subjects were captured by surveillance cameras and are depicted in the video above.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. Crime Solvers of Washington, DC currently offers a reward of up to $1,000 to anyone who provides information that leads to the arrest and conviction of the person or persons responsible for a crime committed in the District of Columbia. Your assistance is appreciated by your community. REF: CCN 13-061--675.

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2013-05-10T17:38:15Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Assault with Dangerous Weapon, 1700 b/o Lincoln Road, NE, on Nov. 18, 2013",https://www.youtube.com/watch?v=jLNImDVDEiU,0,1601,0,"The Metropolitan Police Department seeks the public's assistance in identifying a person of interest in reference to an Assault with a Dangerous Weapon incident which occurred on Monday, November 18, 2013 at approximately 8:29 PM in the 1700 block of Lincoln Road, NE. The subject was captured by surveillance cameras as he walked into the block and opened fire with a semi-automatic handgun before fleeing on foot.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Department currently offers a reward of up to $10,000 to anyone who provides information that leads to the arrest and conviction of the person or persons responsible for a violent offense, including armed robbery, committed in the District of Columbia. Your assistance is appreciated by your community. Ref.: CCN 13-166-359.

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2013-12-04T21:26:59Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
LiveLeak - One Arrested In DC Assault With Deadly Weapon Case,https://www.youtube.com/watch?v=5Ub0kGx-Lkg,105,17543,54,"Washington, DC - Detectives from the Metropolitan Police Department’s Seventh District have announced an arrest has been made in reference to an Assault with a Dangerous Weapon (Gun) offense that occurred on Saturday, February 9, 2019, in the 3000 block of 23rd Street, Southeast. At approximately 3:16 pm, the suspect and the victim were involved in a verbal altercation at the listed location. During the altercation, the suspect brandished a handgun and fired at the victim. The suspect then fled the scene.

On Monday, February 11, 2019, 24-year-old Terrance Crutchfield, of Southeast, DC, was arrested and charged with Assault with a Dangerous Weapon (Gun).

▷ Subscribe to LiveLeak Channel for more videos: http://bit.ly/sub2liveleak
► Donate to Us: https://liveleakchannel.com/donate
Your generous support helps us continue our work!",2019-02-13T02:16:01Z,UCIRIzGg5ZeO4moG9ahVR8GA,LiveLeak Channel
"Persons and Vehicle of Interest in ADW (Gun)/APO, 5000 b/o Benning Rd, SE, on April 8, 2021",https://www.youtube.com/watch?v=2d6Y6kCuJlE,0,42131,66,"The Metropolitan Police Department seeks the public's assistance in identifying four persons and a vehicle of interest in reference to an Assault with a Dangerous Weapon (Gun)/Assault on a Police Officer incident which occurred in the 5000 block of Benning Road, SE, on Thursday, April 8, 2021, at approximately 6:09 PM. The subjects were captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $10,000 to anyone who provides information that leads to the arrest and conviction of the person or persons responsible for a violent crime committed in the District of Columbia. CCN #1-044-843

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.",2021-04-14T17:33:04Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Person of Interest Sought in Assault with a Dangerous Weapon (Gun) - 1800 blk of Connecticut Ave, NW",https://www.youtube.com/watch?v=RZlude5cpSA,0,2180,4,"The Metropolitan Police Department seeks the public's assistance in identifying a person of interest in reference to an Assault with a Dangerous Weapon (Gun) incident which occurred in the 1800 block of Connecticut Avenue, NW, on Saturday, June 5, 2021, at approximately 2:40 AM. The subject was captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $10,000 to anyone who provides information that leads to the arrest and conviction of the person or persons responsible for a violent crime committed in the District of Columbia. CCN #21-074-370

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.",2021-06-08T14:22:41Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Persons of Interest in ADW (Gun), 600 b/o H St, NW, on July 17, 2024",https://www.youtube.com/watch?v=IyW5A_Quar0,0,1448,0,"The Metropolitan Police Department seeks the public's assistance in identifying two persons of interest in reference an Assault with a Dangerous Weapon (Gun) incident, which occurred in the 600 block of H Street, NW, on Wednesday, July 17, 2024, at approximately 8:04 PM.  The subjects were captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $10,000 to anyone who provides information that leads to the arrest and conviction of the person or persons responsible for a violent crime committed in the District of Columbia. CCN #24-109-783

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.",2024-07-19T23:43:16Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Person/Vehicle in ADW (Knife)/Simple Assault, 4100 b/o Wheeler Rd, SE, on October 1, 2020",https://www.youtube.com/watch?v=gpy6fJEBt4Y,0,1388,2,"The Metropolitan Police Department seeks the public's assistance in identifying three persons and a vehicle of interest in reference to an Assault with a Dangerous Weapon (Knife)/Simple Assault incident which occurred in the 4100 block of Wheeler Road, SE, on Thursday, October 1, 2020 at approximately 11:53 AM. The subjects were captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. Crime Solvers of Washington, DC currently offers a reward of up to $1,000 to anyone who provides information that leads to the arrest and indictment of the person or persons responsible for a crime committed in the District of Columbia. Your assistance is appreciated by your community. Ref.: CCN #20-140-177

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2020-10-02T01:22:32Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
