Title,Summary,Date,Full_Article
disappearance of ana walshe: murder trial date set for brian walshe,"brian walsh, a massachusetts man accused of killing his wife and dismembering her body, will go to trial in october 2025.","December 3, 2024 1:18pm EST","washington-brian walsh, a massachusetts man accused ofkilling his wife and dismembering her body, will go to trial in october 2025. ana walshe, who split her time between washington, d.c., and her family home in cohasset, massachusetts, waslast seen on new year's day2023when she reportedly got into a rideshare to catch a flight to d.c., to deal with a work emergency. police in massachusetts confirms walshe never got on the plane. read more: ana walshe suffered injury seen in instagram pic with edited caption judge diane freniere on monday set walshe's trial date for oct. 21, 2025 during a hearing held at the norfolk superior court in dedham, according to fox news. the judge said she expects the trial to take no longer than four weeks. investigators found blood in the basement area of the walshe home last year, in addition to a partially damaged knife which also contained some blood. prosecutors say walshe went to a home depot in the area and purchased $450 worth of painting and cleaning supplies. read more: missing dc realtor ana walshe: 'absolutely' no signs 'of a tragedy' before disappearance, friend says walshe wasindicted by a federal grand jury in 2018for attempting to sell two fake andy warhol paintings on ebay. he pleaded guilty in april 2021 to one count each of wire fraud, interstate transportation for a scheme to defraud, possession of converted goods and unlawful monetary transaction. he allegedly took two authentic ""shadow paintings"" by andy warhol from a friend in south korea and later offered the art for sale on ebay for $100,000. a buyer on ebay received the paintings, and found no warhol foundation authentication stamps and also noticed that the canvasses and staples looked new, according to theu.s. attorney's office for the district of massachusetts. when the buyer compared the paintings to the photographs from the ebay listing, they did not look identical and the buyer concluded the paintings were not authentic. walshe was on house arrest and wearing a location monitoring device while he awaited sentencing for the wire fraud case."
secret service agents fired shots at would-be car thieves in dc: official,u.s. secret service agents fired shots at a vehicle in northwest d.c.,"December 3, 2024 10:57am EST","washington-u.s. secret service agents fired shots at a group of would-be car thieves after an incident in northwest d.c. early tuesday morning, according to officials. ""at approximately 1:30 a.m. tuesday, a u.s. secret service special agent working a protective assignment in the 2900 block of stephenson place nw observed a sedan with multiple occupants who were attempting to open car doors along the street,"" said secret service spokesman anthony guglielmi in a statement to fox 5. ""as the sedan approached the agent, a confrontation occurred between the agent and the car’s occupants,"" he continued. ""the agent discharged their service weapon, but there is currently no evidence to indicate anyone was struck."" guglielmi said the suspects fled the scene in the sedan, and a lookout was issued. ""there was no threat to any protectees during this incident and no protectees were harmed,"" he said. the incident is under investigation by d.c. police."
'it's just disheartening': thieves steal thousands of dollars of product from dc cannabis shop,a d.c.cannabis shop owner spoke exclusively to fox 5 after thieves broke into stealing thousands of dollars in marijuana and merchandise — and it was all caught on camera.,"December 3, 2024 1:42am EST","washington-a d.c. cannabis shop owner spoke exclusively to fox 5 after thieves broke into his shop, stealing thousands of dollars in marijuana and merchandise — and it was all caught on camera. the business owner and police are now asking for help identifying the three thieves shown on this surveillance video. the suspects pulled up to creeps smoke shop on the 2900 block of minnesota avenue, se, two weeks ago around 2:45 a.m. in a dark-colored car. the shop sells clothes and recreational marijuana. the three suspects got out of the car, forced their way into the shop and made off with thousands of dollars in merchandise. they were caught on surveillance video. the creep smoke shop owner says the burglary is a shame. ""to be in your own neighborhood, to have people attacking your store, it’s just disheartening,"" he told fox 5’s shomari stone. ""it just puts me in a bad space, changing the appearance of my store and now it looks a little less appealing from the exterior. i had to put up bars, having to just put up money to further secure my store and that’s just a tough thing to have to deal with this time of the year."" more from fox 5:rash of retail break-ins across dc causes concern amid holiday shopping season unfortunately, his is one of many businesses targeted in d.c. mpd says they've made more than 1,000 retail theft arrests already this year. speaking to the public from georgetown monday, d.c. mayor muriel bowser and mpd police chief pamela smith urged businesses and shoppers to be smart and safe — and for business owners to use cameras to help deter and solve crimes. chief smith says dc police are also adding more than 100 police recruits to help protect some of the city's retail business districts. ""we had to make some changes in the law around the retail theft and we were able to include that as part of thesecure dc legislationthat allows mpd to bring more substantial charges and gives the prosecutors what we need,"" bowser said. police are offering a reward up to $1000 for information that leads to an arrest and conviction."
rash of retail break-ins across dc causes concern amid holiday shopping season,d.c. police are investigating a series of retail thefts across the district. three of those crimes took place in the heart of georgetown — where mayor muriel bowser was touting the city's small businesses monday.,"December 2, 2024 9:38pm EST","washington-d.c. police are investigating a series of retail thefts across the district. three of those crimes took place in the heart of georgetown — where mayor muriel bowser was touting the city's small businesses monday. it’s one of the key retail districts in the city but it's also a prime target for criminals who were busy in the early morning hours. on this cyber monday, d.c. officials were urging shoppers to patronize local and small businesses, online or in person. ""today, we're meeting in georgetown and let me be clear about this as i say in every meeting, georgetown is hot,"" bowser said. but right across the street from the shops where mayor bowser was encouraging people to bring their business this holiday season, three stores had been broken into overnight. retail theft is a real problem all year long but it can be especially problematic for businesses during the holidays. ""for some of these small businesses, the next 23 days is make or break for their businesses,"" stacey price tells fox 5. price opened a shop in d.c. seven years ago. one greek restaurant on wisconsin avenue had its front windows blown out and money stolen from its safe. the thieves were dressed in black and wielding a sledgehammer. also around the same time, a corner store on dumbarton street had its front door smashed in and $500 stolen. ""certainly anytime we have individuals who victimize one of our retailers we're all very angry about it,"" bowser said. the mayor and d.c. police chief pamela smith are urging businesses and shoppers to be smart and safe — and for business owners to use cameras to help deter and solve crimes. ""we've had some significant arrests over the last couple of days with respect to individuals who've been coming into this city with sledgehammers and other equipment attempting to break into some of our establishments. we know that this is a pattern of behavior which is why we are posturing ourselves very differently,"" chief smith said. she says they’re adding more than 100 police recruits to help protect some of the city's retail business districts. ""we had to make some changes in the law around the retail theft and we were able to include that as part of thesecure dc legislationthat allows mpd to bring more substantial charges and gives the prosecutors what we need,"" bowser said. mpd says they've made more than 1,000 retail theft arrests already this year. police released an extensive list of robberies that occurred just on sunday and monday, all within northeast and northwest d.c. anyone with information on any of the incidents below is asked to contact police immediately. at the following locations, the suspects forcibly entered businesses and took property then fled in a vehicle. at the following locations, the suspects attempted to enter establishments and then fled the scene in a vehicle."
morelle aide michael hopkins arrested for bringing ammo into cannon office building: fox news,"a house staffer for rep. joe morelle (d-ny) has been arrested for bringing ammunition into the cannon house office building, fox news reports. the staffer, 38-year-old michael hopkins, was arrested monday by u.s. capitol police. chad pergram, senior congressional correspondent for fox news, posted this information to x:","December 2, 2024 1:00pm EST","washington-a house staffer for rep. joe morelle (d-ny) has been arrested for bringing ammunition into the cannon house office building, fox news reports. the staffer, 38-year-old michael hopkins, was arrested monday by u.s. capitol police. chad pergram, senior congressional correspondent for fox news, posted the following to x: ""at approximately 8:45 a.m., a house staffer entered the cannon house office building and put his bag through screening. uscp officers noticed what appeared to be ammunition on the x-ray screen. after a hand search of the bag, officers found four ammunition magazines and eleven rounds of ammunition. the staffer told the officers that he forgot the ammunition was in the bag. 38-year-old michael hopkins was arrested, and he is facing charges for unlawful possession of ammunition, including one charge for possession of a high-capacity magazine."" – the united states capitol police morelle is the top democrat on the house administration committee, pergram said. hopkins has been a guest on fox 5 dc several times over the years. you can watch those interviews below: back in 2023, hopkins joined fox 5'son the hillto talk about the race for the republican nomination. at the time, political analysts said republican candidates were looking for ways to overcome now president-elect donald trump's strong command over the party. hopkins was featured as the democratic strategist on our panel along with gop strategist michael ricci to discuss the first debate for the gop nomiation. in 2021, hopkins joined fox 5 to discuss a variety of issues including covid-19 vaccines, fighting hunger and other problems that u.s. veterans face. here's the full interview."
"motorcyclist killed in crash, after striking dc police cruiser",a motorcyclist was left dead in a fatal collision involving a d.c. police cruiser on saturday morning.,"November 30, 2024 2:33pm EST","washington, d.c.-a motorcyclist was left dead in a fatal collision involving a d.c. police cruiser on saturday morning. according to police, around 4:19 a.m., an unmarked metropolitan police department cruiser was traveling westbound on columbia road, northwest with a green light at the intersection of 13th street, northwest. as the cruiser drove through the intersection, the driver of a motorcycle was driving at a high rate of speed and struck the side of the cruiser. police say the mpd member immediately called for dc fire and ems and performed first aid on the motorized cycle operator. dc fire and ems responded to the scene, and after all lifesaving measures failed, the operator was pronounced dead. no word on the identity of the driver."
"man found suffering gunshot wounds, suspect vehicle identified","an adult man was left suffering gunshot wounds in northwest, d.c.","November 30, 2024 12:43pm EST","washington, d.c.-an adult man was left suffering gunshot wounds in northwest, d.c. police were called to the intersection of 13th and k streets, northwest for the report of a shooting, just before 11:30 p.m. upon arrival, officers located a man conscious and breathing, suffering from gunshot wounds. the victim was transported to an area hospital for treatment of injuries believed to be non-life threatening. the metropolitan police department has released an image of the suspect's vehicle and is asking for the public's assistance in identifying the pictured vehicle."
"2024 holiday events in dc, maryland and virginia",the holiday season is in full swing and fox 5 has your guide to the best attractions and events taking place in the d.c. area to celebrate!,"November 29, 2024 2:52pm EST","washington-the holiday season is in full swing and fox 5 has your guide to the best attractions and events taking place in the d.c. area to celebrate! jump to:dc|virginia|maryland theu.s. botanic garden’s annual holiday display featured model trains, festive lights, poinsettias and d.c. landmarks made from plants. nov. 28 through jan. 5 | u.s. botanic garden10 a.m. - 5 p.m.freemore informationhere. watch more than 60 decorated boats pass bythe wharfand enjoy ornament decorating, holiday karaoke, family photos with santa and live music. dec. 7 | the wharf5 p.m. - 9 p.m.freemore informationhere. the anacostia community museum will be celebrating kwanzaa with a multi-day program featuring events such as a traditional candle-lighting ceremony, an african dance workshop and a family memory box workshop. dec. 26 - jan 1 | anacostia community museum1 p.m.freemore informationhere. two levels of the beloved adams morgan bar death punch will be decorated for the holiday season. enjoy themed cocktails, like the christmapolitan or a snowball old-fashioned. nov. 27 - dec. 31 | death punch5 p.m. - 2 a.m.freemore informationhere. if ""christmas island"" is your favorite song this time of year, head to the sippin santa pop-up at black whiskey in northwest d.c. enjoy tropical christmas beverages and retro christmas decor at the 14th street favorite. nov. 29 - dec. 31 | black whiskey5 p.m. - 2 a.m.freemore information here. strap on your skates for a classic d.c. christmas experience on the national mall.nov. 23 - mar. 211:00 a.m. - 9:00 p.m. sunday - thursday11:00 a.m. - 11:00 p.m. friday and saturday$12 for adults, $6 skate rentalmore informationhere. watch the world’s first holiday show highlighting the african american tradition of stepping, according to step afrika! meet friends from the arctic kingdom along with dj nutcracker. dec. 13 through dec. 22 | arena stageshowtimes depend on date chosen$56 - $115more informationhere. the gay men’s chorus of washington d.c.’s annual holiday show is a delightful and joyous musical celebration. the show features performances from the full chorus, soloists and genout youth chorus. dec. 7, dec. 14 and dec. 15 | lincoln theatretimes depend on date chosen$25 - $65more informationhere. celebrate the holidays with spanish music and dancing, featuring the furia flamenca dance company and live musicians. dec. 14 | atlas performing arts center4:00 p.m. and 7:00 p.m.$40more informationhere. black leaves dance company re-imagines ""the nutcracker"" in a ""love letter to pan-africanism, the lgbtqia community, and the celebration of family."" dec. 7 & 8 | atlas performing arts center6:00 p.m. & 4:00 p.m.$29more informationhere. celebratethree kings dayat the gala hispanic theatre! kicking off with a parade featuring the three kings and live animals, followed by a show featuring local musicians and dance troupes. jan. 5 | gala hispanic theatre1:30 p.m.freemore informationhere. this holiday pop-up bar is serving up festive cocktails, late night snacks, and tasty bites. november 23 - january 5 | 2312 mount vernon avenue alexandria, va 22301sun. - weds. 4 p.m. - 10 p.m.; thurs. - sat. 4 p.m. - 12 am.freemore informationhere. the 24th annual boat parade features dozens of brightly lit boats cruising along one mile of the potomac river shoreline. visitors can enjoy dockside festivities in waterfront park, including a pop-up beer garden from port city brewing company, food, activities and more. dec. 7 | old town alexandria waterfront2 - 9 p.m.freemore informationhere. head over to mount vernon and enjoy an evening filled with activities. visitors can go on a mansion tour, enjoy wintry lights, and stunning holiday fireworks over the potomac river. dec. 20 - 22 | mount vernon5:30 p.m. - 8:30 p.m.adults $55+ | youth $33+ more informationhere. enjoy a number of holiday activities in purcellville, from a holiday market to a detailed lego display. visitors will also be able to enjoy an annual holiday lights tour. dec. 14 | bush tabernacle12 p.m. - 6 p.m.freemore informationhere. join a holiday tradition with a walking tour in historic hillsboro, see decorations, historic homes with self-guided and guided options! dec. 14 | 37098 charles town pike hillsboro, va 2013210 a.m. - 8 p.m.$16 - $25more informationhere. enjoy a winter wonderland of dancing snowflakes, candy canes, a ginger bread house, and sugar plum fairies in the timeless holiday favorite,the nutcracker. dec. 21 & 22 | center for the arts at george mason university4 p.m.$44+more informationhere. pentagon row’s 7,200 square foot ice rink is now the largest outdoor rink in northern virginia and the second-largest in the state! enjoy the outdoor dual-sided stone fireplace and many shops, restaurants and a coffee shop. november - march | 1201 s joyce st, arlington, va 22202hours varyadults: $13, children: $12, seniors: $10, $6 skate rentalmore informationhere. skate, hop and jump while skating at the reston town center rink! the ice skating pavilion is open seasonally from early november-mid-march, offering public skating every day and extended hours for all holidays. november - march | 1818 discovery street, reston, va 20190hours varyadults: $11, children (12 and under): $9, senior (55+): $9, military: $9, skate rentals: $7more informationhere. winter magic awaits you at the stonebridge ice rink at potomac town center. after hitting the ice, shop or dine at one of the many stores or restaurants in the center. now - feb. 23 | 14900 potomac town pl., woodbridge, va 22191hours varyadults: $10, children: (12 and under): $9, senior/military: $9, skate rentals: $6more informationhere. year-round | 21595 smith switch rd., ashburn, va 20147hours vary$9more informationhere. check out the national capital trolley museum’s model railroad holiday display and watch a live steam display. santa and mrs. claus will also be in attendance and you can ride with them on the museum’s historic street cars. november 30 - december 22 | national capital trolley museumsaturdays & sundays 11 a.m. - 4:30 p.m.$10 - $12more informationhere. a lot is going on atnational harbor for the holidaysincluding a nightly tree light show (from sunset - 9 p.m.) and fireworks on saturdays at about 5:30 p.m. these are on top of holiday classes, shopping, holiday movies, free hot chocolate and much more. nov. 9 - dec. 28 | national harborhours varymore informationhere. this ""charlie brown christmas"" themed ""ice!"" experience is a dazzling, immersive, story-driven holiday showplace complete with larger-than-life ice sculptures, thrilling frozen slides, and awe-inspiring tunnels. nov. 15 - dec. 28 | gaylord nationalvarious times between 9 a.m. - 8:45 p.m.$25.99-$43.99more informationhere. calling all chesapeakes! get the holiday season started by marching in the christmas in st. michaels parade! dec 14 | talbot street from perry cabin south to seymour avenue10:30 a.m.more information here. the western maryland scenic railroad is bringing a holiday classic to life! all aboard the polar express train ride this christmas season. inspired by the hit movie, this holiday experience comes to life when you and your family take a ride on the polar express. set to the music of the motion picture soundtrack, families will love their trip to the north pole, complete with hot chocolate and cookies served prior to boarding the train. there will be singing, dancing, and a reading of the polar express. attendees are encouraged to wear their favorite pajamas and join in on the magic. this family-friendly event offers fun for all ages just outside frederick county! jump right into the story as we journey from either cumberland or frostburg to the north pole to see st. nick himself. all passengers will be provided a hot chocolate and a cookie plus they will receive a special commemorative silver sleigh bell. nov. 29 - dec. 24various times$40+more informationhere. hear the story of the nutcracker through puppetry and integrated with puppet co. nursery rhymes. plus, enjoy the music of the arlington symphony orchestra. nov. 26 through dec. 31 | the puppet co. playhousevarious hours$15more informationhere."
spotlight on local businesses at dc holiday markets,"this time period from thanksgiving to cyber monday is the busiest for retailers - with the national retail federation estimating 183 million shoppers this yer. for small businesses, the season can be make or break.","November 29, 2024 2:24pm EST","washington-this time period from thanksgiving to cyber monday is the busiest for retailers - with the national retail federation estimating 183 million shoppers this year. for small businesses, the season can be make or break. ""we are really encouraging people to shop small this year, supporting local artisans, local makers,"" said gerren price, president and ceo of the downtown dc bid (business improvement district.) whatever you want, whoever is on your list - you can probably find it at the downtowndc holiday market in penn quarter. now celebrating 20 years - there are 110 vendors this time around. so we're going to introduce you to just a few as we head into their busiest time of year. emily mcallister owns i see spain - handmade, handpainted grater plates. ""they grate cheese and garlic and ginger so they're really pretty little kitchen tools,"" she demonstrated. for a family-owned shop in business for 15 years, emily said roughly 60 percent of their annual sales come during the month between thanksgiving and christmas. ""we employ mostly family, and family friends. we import from a small family in spain so it's really supporting us, our families,"" she said. same goes for meriaam cherif, owner of alyssa's bazaar – she sells tunisian pottery from her home country. their usual spot is in d.c.'s eastern market – but she said this month represents 90 percent of their yearly income. ""online is different. here, you feel it, you see it, you see the atmosphere in the market so it's quite different,"" cherif said, as her mom helped set up the stall friday morning. and that face-to-face contact is what drives people to pearl fine teas, too - run by elise scott for the last 17 years. ""i'll say, 'you know you can order online?' and they'll say, 'we want to come in person!' so what we noticed is that that human contact, that's more important than ever,"" scott said. savvy scents by sherrie sells room and linen sprays along with uniquely scented massage candles. sherrie brown waits all year for this season. ""what i sell during the summer, i have some sales, but really, people like this product around the holidays so it really can make or break my year, just this one month,"" brown said. the downtowndc holiday market in penn quarter has been so popular since opening on nov. 22 that they are expanding hours from 11 a.m. to 8 p.m. every day until ending the season on dec. 23."
'food and friends' delivers thanksgiving meals across dc,"serving the community is the highlight of this neighborhood and thanksgiving is the “super bowl"" for one local non-profit that works to curb food insecurity. it’s called “food and friends."" they’re headquartered in northeast d.c. but serve families across the greater dc region.","November 28, 2024 5:32pm EST","washington-serving the community is the highlight of this neighborhood and thanksgiving is the ""super bowl"" for one local non-profit that works to curb food insecurity. it’s called ""food and friends."" they’re headquartered in northeast d.c. but serve families across the greater d.c. region. to truly understand their impact, fox 5 went with food and friends dietitian jennifer krasilovsky to make a thanksgiving meal delivery to northwest d.c’s lánye spicer. she smiled as she told fox 5, ""i know it’s a turkey and all of the stuffing and everything, you know, that makes a thanksgiving meal great."" spicer, who was kind enough to welcome fox 5 into her home unexpected, told us she is waiting for a december appointment to learn whether radiation worked and whether her cancer is in remission. this is her first year working with food and friends. when we asked how she learned of the non-profit and her thoughts on what they do, spicer answered, ""i thought it was a wonderful service to provide for people who are will because you just don’ t have the stamina to cook and do all the prep work and everything that goes into making a really good meal."" spicer told fox 5 she can now host, planning to have her daughter and a few others at her home for a thanksgiving meal. ""you know food is medicine,"" said krasilovsky, ""… we medically tailor our meals to our – help our clients with whatever they’re specifically dealing with. we also offer nutrition counseling. so there’s real, so many different things to help."" back in northeast d.c., over 300 volunteers were busy preparing and boxing meals since 4 a.m. thursday morning … and even before that! the meals include a roasted turkey, cornbread stuffing, roasted potatoes, gravy, butternut soup, buttered corn, braised collards, cranberry sauce, dinner rolls, fresh fruit and dessert! food and friends helps clients in need all year long but their executive chef tells fox 5 the main planning begins in july. they prepared 4,500 thanksgiving meals for this year’s holiday. for the many volunteers, like kevin reese, the action started before thursday. ""this is my seventh day straight, working and just being a part of the whole process. starting last sunday, we started cooking-off 800 – 900 turkeys. the ovens were on, basically 14-hours a day. and we did the sides for two weeks before that. in refrigerators that – there’s so much stuff, they had to rent four refrigerators that are out in the parking lot holding all that stuff,"" reese excitedly explained. food and friends executive director carrie stoltzfus says they have seen an uptick in need. ""if you’re undergoing dialysis because you have kidney failure, you’ve got food restrictions that you need to follow and it could be difficult for the average person, like you and i, to figure that out. i couldn’t tell you what is phosphorus if they need to watch their phosphorus so we do things like that, right, so it’s designed for their needs and we can take of folks who are experiencing nausea – just any different symptom or side effect or restriction,"" said stoltzfus. d.c. mayor muriel bowser stopped by to thank the volunteers for spending time away from their families to help other neighbors. ""thanksgiving is my favorite part but i think, well thanksgiving is my favorite part but, but you know, just being able to like provide meals for people in the communities so they can host their families, and i think that’s a big deal. when you’re sick and you’re not – you know, you can’t – i know when i’ve been just a little sick, it’s hard to get up and cook a whole meal for somebody but the fact that we can provide that for them and they can host their family and have people come through – i think that’s a miracle and folks love it ,"" said executive chef rasheed abdurrahman."
