Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
"Persons and Vehicle of Interests in Homicide, 1400 b/o R St, NW, on June 29, 2021",https://www.youtube.com/watch?v=Y96gl6H4tAM,0,29571,19,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating four persons and a vehicle of interest in a Homicide which occurred in the 1400 block of R Street, NW, on Tuesday, June 29, 2021 at approximately 9:11 PM. The vehicle was captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #21-088-400

Anyone who can identify this vehicle or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2021-06-30T20:28:06Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
DC&#39;s 1ST 48 Homicide| 18YO LSU Student MURDERED After Man Denied Sex On New Years| RIP Ashlei Hinds,https://www.youtube.com/watch?v=OI5bhnCT93I,26,620,4,"On Jan 1, 2024, LSU stundet Ashlei Hinds was attending an all - girls New - Years Eve Party at the Embassy Suits in downtown D.C. when several men came by. The male gues became unruly and disrespectful and were asked to leave. As they left, Jelani Cousins, threatened to ""Blow this place-up."" From outside the hotel door, he allegedly shot twice through the door. Both bullets struck Ashlei who later died from her injuries.  Cousin turned himself in to the police. He is charged with 2nd degree murder.

Ashlei Hinds was buried on January 13, 2024. May she rest in peace! 
=====================================
SUBSCRIBE To American Crime: Femicide: https://www.youtube.com/channel/UC-ZQOLsNOD19wc8eSRRUJwg
=====================================
BUSINESS INQUIRIES ONLY:  Americancrimefemicide@gmail.com
=====================================
LIKE ~ COMMENT ~ SHARE (This will let us know that you enjoy our videos and will help us continue to make more videos like this)

#truecrime #truecrimestories #documentary #ashleihinds #jelanicousins #washingtondc #washington #first48 #beyonce #homicide #foxnews 

Channel Disclaimer: This video is to bring awareness to the victim’s story and meant to cause no harm.  Please pray for the friends and the family of the victim. All information contained in the video is public knowledge and gathered from various news sources. 

**DOWNLOADING THEN JUST REUPLOADING OUR VIDEOS WILL BE REPORTED ON ALL PLATFORMS**
Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. 

FAIR USE: Trailers, clips, and/or pictures are used for review/commentary purposes under the rights of U.S. Code Title 17 § 107 - Limitations on exclusive rights: FAIR USE. All opinions are my own. I do not own the rights to some of clips and footage in the video.",2024-01-17T21:01:45Z,UC-ZQOLsNOD19wc8eSRRUJwg,American Crime: Femicide
Florida woman who left boyfriend trapped inside zipped up suitcase sentenced to life,https://www.youtube.com/watch?v=ScZheiPLM6s,90,1416,4,"A Florida woman convicted of leaving her boyfriend trapped inside zipped up suitcase, where he later died, was sentenced to life behind bars.

https://thenationaldesk.com/news/americas-news-now/florida-woman-who-left-boyfriend-trapped-inside-zipped-up-suitcase-sentenced-to-life-second-degree-murder-homicide-killing-killed-death-investigation-guilty-asphyxiation

--------------------------------------

The National Desk (TND) brings you award-winning local storytelling from Sinclair Broadcast Group's local TV newsrooms across the United States and feeds from sources throughout the world.

Like us on Facebook for live feeds, video: https://facebook.com/TND/
Follow us on Twitter: http://twitter.com/TND
Follow us on Instagram: http://instagram.com/TND
Read more & watch our videos: http://thenationaldesk.com

TND covers content from Sinclair's stations in: 
Abilene-San Angelo, TX : KTXS
Albany, GA : WFXL
Albany, NY : WRGB 
Amarillo, TX : KVII
Asheville, NC : WLOS
Austin , TX : KEYE
Bakersfield, CA : KBAK/KBFX
Baltimore : WBFF
Beaumont, TX : KFDM/KBTV
Birmingham, AL : WBMA
Boise, ID : KBOI/KYUU
Bristol, VA : WCYB
Cedar Rapids, IA : KGAN/KFXA
Champaign, IL : WCCU
Charleston, SC : WCIV
Charleston, WV : WCHS/WVAH
Chattanooga, TN : WTVC
Cincinnati, OH : WKRC/WSTR
Columbia, SC : WACH
Columbus, OH : WSYX/WTTE
Dayton, OH : WKEF/WRGT
El Paso, TX : KFOX/KDBC
Eugene, OR : KVAL/KMTR
Eureka, CA : KAEF
Flint, MI : WEYI/WBSF
Fresno, CA : KMPH
Gainesville, FL : WGFL
Green Bay, WI : WLUK
Greenville-New Bern, NC : WCTI
Harlingen, TX : KGBT
Harrisburg, PA : WHP
Jefferson City, MO : KRCG
Johnstown, PA : WJAC
Kalamazoo-Grand Rapids, MI : WWMT
Kirksville-Ottumwa, IA : KTVO
Las Vegas, NV : KSNV
Lewiston, ID : KLEW
Lincoln, NE : KHGI/KWNB
Little Rock, AR : KATV
Lynchburg, VA : WSET
Macon, GA : WGXA
Medford, OR : KTVL 
Mobile, AL : WPMI
Myrtle Beach, SC : WPDE
Nashville, TN : WZTV
Oklahoma City : KOCB/KOKH
Pasco, WA : KEPR
Pensacola, FL : WEAR/WFGX
Portland, ME : WGME/WPFO
Portland, OR : KATU/KUNP
Providence, RI : WJAR
Quincy-Hannibal, IL : KHQA
Redding-Chico, CA : KRCR
Reno, NV : KRNV/KRXI
Rochester, NY : WHAM
Salt Lake City : KUTV
San Antonio, TX : KABB/WOAI
Savannah, GA : WTGS
Seattle, WA : KOMO/KUNS
Sioux City, IA : KMEG/KPTH
South Bend, IN : WSBT
Springfield, IL : WICS
Steubenville, OH : WTOV
Syracuse, NY : WSTM
Toledo, OH : WNWO
Traverse City, MI : WPBN
Tulsa, OK : KTUL
Washington DC : WJLA
West Palm Beach, FL : WPEC
Wilkes-Barre, PA : WOLF
Yakima, WA : KIMA

This video and all Sinclair Broadcast Group content archives of local news and sports coverage are available for your use. For more information contact us at contentsales@sbgtv.com",2024-12-02T21:20:06Z,UCvAnclelY8eSq8GyPE19KTw,The National Desk
Biggest Pennsylvania Cases | TRIPLE EPISODE | FBI Files,https://www.youtube.com/watch?v=wAvlEfkPYSw,287,20784,21,"0:00 - S2E5

50:00 - S6E2

01:40:00 - S7E3

Unravel the mystery alongside the FBI's greatest law enforcers and forensic scientists.

#TheFBIFiles #TrueCrime #crime 

The FBI Files is an American docudrama that takes a look behind the scenes of the Federal Bureau of Investigation's crime laboratory.

Real FBI cases are recounted through reenactments and interviews, due to the sensitive nature of the show, viewer discretion is advised.",2024-11-29T22:00:37Z,UCwxod2w5NT4qMWfMgZivCYQ,The FBI Files
DNA from a pizza crust in DC quadruple homicide,https://www.youtube.com/watch?v=hmIXW-yJPbg,1,166,1,Mehul B. Anjaria appeared on Inside Edition on 5-21-15,2015-05-22T21:12:44Z,UCsy0P7_6-6l4c8jAYAZgZ-g,MBADNAConsultingLLC
Washington Dc Homicide Rates &amp; K2 Overdose Deaths 2018 | Real Talk Tuesday Episode 2,https://www.youtube.com/watch?v=57tFd6RCKjg,7,272,7,"Were you aware of the Crisis going in the District of Columbia with Gun Violence & Heavy Drug Abuse? If Yes, What do you think we can do as people to change whats going on around us?
-----------------------------------------------------------------
Thankyou you for watching my video. I hope you enjoy Real Talk Tuesday where I speak on topics that are or have effected me that can be relatable to alot of other people's situations. 
-----------------------------------------------------------------
Where are the Earrings From 😍? - boctaviaboutique.bigcartel.com
Follow my Buisness IG - @boctaviaboutique , as well as mine @theboctavia
#RealTalkTuesday #DCGunViolence #K2Crisis",2018-10-02T15:00:01Z,UCyMBJ1_c63znvH7bYaKJXwg,B Octavia
The Freeway Phantom Murders,https://www.youtube.com/watch?v=CwrtAfd74IE,2228,73150,479,"The Freeway Phantom Murders.
Between April 1971 and September 1972, six young African-American girls were abducted and murdered in the Washington, D.C. area by a killer known only as The Freeway Phantom. The women were all between the ages of 10 and 18 years old and all of the murders remain unsolved.

Support us on Patreon: https://www.patreon.com/Merc07
MERChandise: https://teespring.com/stores/merch-35
Subscribe:-https://goo.gl/JPczN8
Twitter:https://twitter.com/07Merc
Facebook: https://www.fb.com/07merc

Intro Music by tyops : https://www.youtube.com/channel/UCr3jCke4qLEbwDzboTMZVmQ
CO.AG Music: https://www.youtube.com/channel/UCcavSftXHgxLBWwLDm_bNvA",2019-06-05T02:08:19Z,UCzwEJTQa7wl0AboBYbrKr1A,Merc True Crime
Reign of Terror | DC Snipers 20 years on,https://www.youtube.com/watch?v=KfaS96hGV38,813,21169,65,"Innocent people murdered in broad daylight, picked out at random across Maryland, Washington DC and Virginia in in the notorious and fascinating Washington DC Beltway Sniper case from October 2002. 

No motive. No witnesses. No suspects. 

The snipers were literally getting away with murder. Everyone looked to the police for answers, but how would they even begin to solve a crime like this? We revist the case using 3D crime scene reconstructions and archive footage. 

We look at how serial killers Lee Boyd Malvo and John Allen Muhammad evaded police so successfully, leaving thousands of people terrified to leave their homes, go to the store, fill up their cars with gas or take their children to school. 

Disclaimer: Locations and events have been reconstructed to the best of our ability. This is ultimately our interpretation and may not be entirely true to life.

Want more binge-worthy content like this? 
Try  ➡️  Operation Mincemeat (WW2) | How a mystery corpse defeated Hitler https://www.youtube.com/watch?v=ssAQV1vRxXw
Or ➡️  SS Richard Montgomery | Ticking bomb waiting to explode https://www.youtube.com/watch?v=xQp0n8zuoC4

Like this? 
Subscribe ➡️  https://www.youtube.com/c/thenwhathappens?sub_confirmation=1
Follow on Instagram ➡️ https://www.instagram.com/then.what.happens",2022-01-27T20:21:25Z,UCllyTh76HAf2eABDdt49plA,Then What Happens?
Homicide Watch D.C. site tour,https://www.youtube.com/watch?v=wMziVqPwKVk,2,2669,0,A brief tour of the new features on Homicide Watch D.C.,2011-08-27T22:39:33Z,UCbLyUB_S9wuxCIDtoYcszYw,HomicideWatch
DC Mayor SHREDDED During HEATED Clash Over Violent Crime,https://www.youtube.com/watch?v=1YrwEXwv9xE,5438,113428,1062,"Watch more BlazeTV here: https://bit.ly/3EVRJHP

► Subscribe to BlazeTV YouTube! https://bit.ly/2KJHuwu

► Join BlazeTV! https://get.blazetv.com/

► Sign up for our NEWSLETTER: https://www.theblaze.com/newsletters/theblaze

Connect with us on Social Media: 
http://twitter.com/BlazeTV
http://instagram.com/TheBlazeTV
http://facebook.com/BlazeMedia

#Boebert #DC #Crime #crimewave #washingotndc #news #politics #police #cops #defundthepolice #blazetv",2023-05-18T00:00:02Z,UCKgJEs_v0JB-6jWb8lIy9Xw,BlazeTV
"Final testimony: Florida woman zipped boyfriend in suitcase, left for dead",https://www.youtube.com/watch?v=2giKTBXmIXs,12,690,7,"Sarah Boone, a Florida woman, has been sentenced to life in prison for the murder of her boyfriend, Jorge Torres, Jr. Torres was found dead inside a suitcase in the couple's Winter Park apartment in February 2020. Boone claimed the two were playing a drunken game of hide-and-seek, but prosecutors argued that the video evidence and her own statements to police contradicted her claim of self-defense. Torres' sister Victoria called for Boone to ""rot in jail"" and expressed the triggering effect of using a suitcase.

https://thenationaldesk.com/news/americas-news-now/florida-woman-who-left-boyfriend-trapped-inside-zipped-up-suitcase-sentenced-to-life-second-degree-murder-homicide-killing-killed-death-investigation-guilty-asphyxiation 
--------------------------------------

The National Desk (TND) brings you award-winning local storytelling from Sinclair Broadcast Group's local TV newsrooms across the United States and feeds from sources throughout the world.

Like us on Facebook for live feeds, video: https://facebook.com/TND/
Follow us on Twitter: http://twitter.com/TND
Follow us on Instagram: http://instagram.com/TND
Read more & watch our videos: http://thenationaldesk.com

TND covers content from Sinclair's stations in: 
Abilene-San Angelo, TX : KTXS
Albany, GA : WFXL
Albany, NY : WRGB 
Amarillo, TX : KVII
Asheville, NC : WLOS
Austin , TX : KEYE
Bakersfield, CA : KBAK/KBFX
Baltimore : WBFF
Beaumont, TX : KFDM/KBTV
Birmingham, AL : WBMA
Boise, ID : KBOI/KYUU
Bristol, VA : WCYB
Cedar Rapids, IA : KGAN/KFXA
Champaign, IL : WCCU
Charleston, SC : WCIV
Charleston, WV : WCHS/WVAH
Chattanooga, TN : WTVC
Cincinnati, OH : WKRC/WSTR
Columbia, SC : WACH
Columbus, OH : WSYX/WTTE
Dayton, OH : WKEF/WRGT
El Paso, TX : KFOX/KDBC
Eugene, OR : KVAL/KMTR
Eureka, CA : KAEF
Flint, MI : WEYI/WBSF
Fresno, CA : KMPH
Gainesville, FL : WGFL
Green Bay, WI : WLUK
Greenville-New Bern, NC : WCTI
Harlingen, TX : KGBT
Harrisburg, PA : WHP
Jefferson City, MO : KRCG
Johnstown, PA : WJAC
Kalamazoo-Grand Rapids, MI : WWMT
Kirksville-Ottumwa, IA : KTVO
Las Vegas, NV : KSNV
Lewiston, ID : KLEW
Lincoln, NE : KHGI/KWNB
Little Rock, AR : KATV
Lynchburg, VA : WSET
Macon, GA : WGXA
Medford, OR : KTVL 
Mobile, AL : WPMI
Myrtle Beach, SC : WPDE
Nashville, TN : WZTV
Oklahoma City : KOCB/KOKH
Pasco, WA : KEPR
Pensacola, FL : WEAR/WFGX
Portland, ME : WGME/WPFO
Portland, OR : KATU/KUNP
Providence, RI : WJAR
Quincy-Hannibal, IL : KHQA
Redding-Chico, CA : KRCR
Reno, NV : KRNV/KRXI
Rochester, NY : WHAM
Salt Lake City : KUTV
San Antonio, TX : KABB/WOAI
Savannah, GA : WTGS
Seattle, WA : KOMO/KUNS
Sioux City, IA : KMEG/KPTH
South Bend, IN : WSBT
Springfield, IL : WICS
Steubenville, OH : WTOV
Syracuse, NY : WSTM
Toledo, OH : WNWO
Traverse City, MI : WPBN
Tulsa, OK : KTUL
Washington DC : WJLA
West Palm Beach, FL : WPEC
Wilkes-Barre, PA : WOLF
Yakima, WA : KIMA

This video and all Sinclair Broadcast Group content archives of local news and sports coverage are available for your use. For more information contact us at contentsales@sbgtv.com",2024-12-02T21:17:13Z,UCvAnclelY8eSq8GyPE19KTw,The National Desk
Real Talk Tuesday: First Homicide This Year in DC was a 22 Year Old Woman..,https://www.youtube.com/watch?v=-lG8Mm18vG0,24,233,0,"Welcome to #RealTalkTuesday , In today’s video I will be speaking on the first murder in Washington DC being a young woman. While there is little to no details on why this happened, in this video I will give some toxic examples of possibilities that any one of us could be in that leads to our demise. Please be careful of the company you keep!

My Business - CrushonYou.Bigcartel.com

•If you would like to Invest in my YouTube Channel here are some links to do so:
https://www.amazon.com/hz/wishlist/ls/1SSFJ8LYS9WFU?ref_=wl_share
https://www.cash.app/$lovelyrebelll

My IG: https://www.instagram.com/theboctavia
My Twitter: https://www.twitter.com/boctavia_",2021-01-13T00:13:53Z,UCyMBJ1_c63znvH7bYaKJXwg,B Octavia
5-22-2015 Suspect in Washington DC quadruple homicide arrested   Fox News,https://www.youtube.com/watch?v=mfcr3RR-dr8,0,333,0,"Source: http://www.shtf.support/2/737

May 22, 2015 - The Maryland man wanted for the murders of a corporate executive, his wife, their son, and their housekeeper in an upscale Washington D.C. home was arrested late Thursday.

Daron Dylon Wint, 34, was taken into custody by members of a fugitive task force without incident in northeast Washington. WTTG reported that Wint was the passenger in a car that had been followed by authorities from a motel in suburban College Park, Md. The station also reported that authorities arrested Wint's brother when they pulled over a box truck that was found to contain a large amount of cash.

SHTF.Support: http://www.shtf.support
SHTF.Support on Facebook: http://www.facebook.com/shtf.support
SHTF.Support on Twitter: https://twitter.com/shtf_support
SHTF.Support on YouTube: http://www.youtube.com/ShtfSupport/videos

FAIR USE NOTICE: This video may contain copyrighted material. Such material is made available for educational purposes only. This constitutes a 'fair use' of any such copyrighted material as provided for in Title 17 U.S.C. section 106A-117 of the U.S. Copyright Law.",2015-05-22T09:26:58Z,UCMP_QcQZ0i5uH4LZIAV7liA,SHTF.Support
Chief Lanier interview - Homicide Watch D.C.,https://www.youtube.com/watch?v=_e6KyFAKxl4,3,942,0,"On Dec. 17, DC police chief Cathy Lanier spoke to Homicide Watch D.C. about the District's falling homicide rate, police tactics and the year in violent crime.",2012-12-27T07:03:37Z,UCbLyUB_S9wuxCIDtoYcszYw,HomicideWatch
Former DC Homicide Officer Rod Wheeler&#39;s Night in Ferguson,https://www.youtube.com/watch?v=oWjGZ2g9axU,5,633,0,The view from on the ground in Ferguson by an experienced police officer.,2014-08-16T20:41:51Z,UCem9tVCBI8wuwWsyila4hQw,johnny dollar
"Independence police release bodycam footage of shooting that killed woman, infant",https://www.youtube.com/watch?v=qZEMBMQSbXo,829,129624,0,"The Independence Police Department released body-camera footage Wednesday of a shooting that resulted in the deaths of a mother and an infant.  Officers were dispatched on Nov. 7, 2024, to the Oval Springs Apartment Complex following reports of a domestic assault.

Subscribe to KMBC on YouTube now for more: http://bit.ly/1fXGVrh

Get more Kansas City news: http://www.kmbc.com
Like us: http://facebook.com/kmbc9
Follow us: http://twitter.com/kmbc
Instagram: https://www.instagram.com/kmbc9news/",2024-11-27T22:11:50Z,UCWTkpYvniGIUe1jeCncFzKw,KMBC 9
Closing arguments begin in trial of veteran in NYC subway chokehold death,https://www.youtube.com/watch?v=UPH6-bpBZmE,3,491,7,"Closing arguments are set for Monday in the trial of a military veteran charged with recklessly choking to death a mentally ill, homeless man after an outburst on a New York subway.

READ MORE:
https://thenationaldesk.com/news/americas-news-now/closing-arguments-begin-in-trial-of-veteran-in-new-york-city-subway-chokehold-death-daniel-penny-jordan-neely

--------------------------------------

The National Desk (TND) brings you award-winning local storytelling from Sinclair Broadcast Group's local TV newsrooms across the United States and feeds from sources throughout the world.

Like us on Facebook for live feeds, video: https://facebook.com/TND/
Follow us on Twitter: http://twitter.com/TND
Follow us on Instagram: http://instagram.com/TND
Read more & watch our videos: http://thenationaldesk.com

TND covers content from Sinclair's stations in: 
Abilene-San Angelo, TX : KTXS
Albany, GA : WFXL
Albany, NY : WRGB 
Amarillo, TX : KVII
Asheville, NC : WLOS
Austin , TX : KEYE
Bakersfield, CA : KBAK/KBFX
Baltimore : WBFF
Beaumont, TX : KFDM/KBTV
Birmingham, AL : WBMA
Boise, ID : KBOI/KYUU
Bristol, VA : WCYB
Cedar Rapids, IA : KGAN/KFXA
Champaign, IL : WCCU
Charleston, SC : WCIV
Charleston, WV : WCHS/WVAH
Chattanooga, TN : WTVC
Cincinnati, OH : WKRC/WSTR
Columbia, SC : WACH
Columbus, OH : WSYX/WTTE
Dayton, OH : WKEF/WRGT
El Paso, TX : KFOX/KDBC
Eugene, OR : KVAL/KMTR
Eureka, CA : KAEF
Flint, MI : WEYI/WBSF
Fresno, CA : KMPH
Gainesville, FL : WGFL
Green Bay, WI : WLUK
Greenville-New Bern, NC : WCTI
Harlingen, TX : KGBT
Harrisburg, PA : WHP
Jefferson City, MO : KRCG
Johnstown, PA : WJAC
Kalamazoo-Grand Rapids, MI : WWMT
Kirksville-Ottumwa, IA : KTVO
Las Vegas, NV : KSNV
Lewiston, ID : KLEW
Lincoln, NE : KHGI/KWNB
Little Rock, AR : KATV
Lynchburg, VA : WSET
Macon, GA : WGXA
Medford, OR : KTVL 
Mobile, AL : WPMI
Myrtle Beach, SC : WPDE
Nashville, TN : WZTV
Oklahoma City : KOCB/KOKH
Pasco, WA : KEPR
Pensacola, FL : WEAR/WFGX
Portland, ME : WGME/WPFO
Portland, OR : KATU/KUNP
Providence, RI : WJAR
Quincy-Hannibal, IL : KHQA
Redding-Chico, CA : KRCR
Reno, NV : KRNV/KRXI
Rochester, NY : WHAM
Salt Lake City : KUTV
San Antonio, TX : KABB/WOAI
Savannah, GA : WTGS
Seattle, WA : KOMO/KUNS
Sioux City, IA : KMEG/KPTH
South Bend, IN : WSBT
Springfield, IL : WICS
Steubenville, OH : WTOV
Syracuse, NY : WSTM
Toledo, OH : WNWO
Traverse City, MI : WPBN
Tulsa, OK : KTUL
Washington DC : WJLA
West Palm Beach, FL : WPEC
Wilkes-Barre, PA : WOLF
Yakima, WA : KIMA

This video and all Sinclair Broadcast Group content archives of local news and sports coverage are available for your use. For more information contact us at contentsales@sbgtv.com",2024-12-02T15:30:00Z,UCvAnclelY8eSq8GyPE19KTw,The National Desk
Homicide shooting in DC,https://www.youtube.com/watch?v=L5gJOlTpw1I,3,203,0,"Washington, DC - Two people were shot, including one who was killed, in a double shooting early Sunday morning in Northwest Washington, police said.
Around 1:25 a.m., police responded to the 4300 block of Georgia Avenue, NW where they learned a shooting had taken place and left two victims seeking treatment at a local hospital for life-threatening gunshot wounds.",2019-02-28T02:48:21Z,UCdrj9HxerHOYVb1PQ7ZFvTg,Dbxnetwork
Escaped Homicide Suspect Washington D C Christopher Haynes #news,https://www.youtube.com/watch?v=nMmmAS60M3I,5,381,2,"Be A Voice , Make A Change , See Something Saysomething 
We are Stronger together 

If you Need a flyer I can Be reached from any social Medial All links in Description and banner . 

If you have a Missing , Murder , Or Other Reason you Would Like to Speak On MY Channel Please Reach out to Me My Door is always Open 

@MindofMonsters With Sunshine 

Merch Link 
https://mindofmonsters.myspreadshop.com/

What happens In The Dark Will Always Come To Light 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCipRmdPxaMtxJX_q_45khuw/join

Michael Vaughan is a male, standing about 3 feet 6 inches tall,50 pounds last seen. He has blonde hair and blue eyes and was wearing a light blue Minecraft Fruitland PD 208–642–6006,findmichael@fruitland.org

NCMEC https://www.missingkids.org/home

Missing And Murdered Indigenous Women (MMIW) https://www.niwrc.org/policy-center/mmiw

Sub up to the Best chat on You tube and Amazing Drama Free channel 
@frankyrosethinktank

Buy Me a Coffee 
https://www.buymeacoffee.com/MindofMonsters

 Follow me on Twitter Mind Of Monsters
@MindOf_Monsters

Join Me on Discord 
https://discord.gg/NQubvGCp

Join me on Facebook
https://www.facebook.com/profile.php?id=100028160264213
My Website
https://brokenmustang1.wixsite.com/sunshine
my Sister merch store
https://www.tedooo.com/shop/64b9c09579ed7c78991c7ee9?fbclid=IwAR3PRP6kbgvPJf99hiU3ntRlD7BaBvx8339_2LAOzdf9Ap9G66-QncCdmtM
My sister Fb group For Merch and More (Handmade With Love
https://www.facebook.com/groups/1581125278877815/
Wanna Buy Me a Coffee 
https://www.buymeacoffee.com/MindofMonsters

Watch Listen Speak ______ See Something Say Something

All Spoken words are My opinions and not to be taken as fact i am not law enforcement for any branch thereof. Please do not spread negative energy or thoughts or words from any content that i provide and or create it is for education purpose and commentary  I provide this Information Under the......
Fair use is a legal doctrine that promotes freedom of expression by permitting the unlicensed use of copyright-protected works in certain circumstances. Section 107 of the Copyright Act provides the statutory framework for determining whether something is a fair use and identifies certain types of uses—such as criticism, comment, news reporting, teaching, scholarship, and research—as examples of activities that may qualify as fair use.  Section 107 calls for consideration of the following four factors in evaluating a question of fair use:

Spring Store Link 
https://sunshine1979.creator-spring.com/listing/mind-of-monsters",2023-09-18T02:54:46Z,UCipRmdPxaMtxJX_q_45khuw,Mind of Monsters 
Biggest Cases of the 80s | TRIPLE EPISODE | FBI Files,https://www.youtube.com/watch?v=hyMen2PgjRA,435,42664,23,"00:00 - S2E12
In 1980, the FBI began a massive undercover operation, code named “Safebet,” that was designed to expose the Chicago Mafia’s infiltration into the city’s surrounding suburbs. Undercover agents quickly discovered that the mob had its tentacles spread into every facet of the law enforcement community.  Agents refocused and sought to expose the corrupt politicians and police.  They unwittingly uncovered the murder of a wealthy socialite perpetrated by a jealous and greedy mob lawyer and covered up by the local police chief.  The conspiracy gave the FBI the leverage they needed to break up the mob’s stranglehold in the suburbs.  

52:00 - S2E15
On August 20, 1980, an unseen sniper murdered two young black men as they jogged with two white women in Salt Lake City, Utah.  Police threw all their resources into finding a killer who left almost no clues behind.  They met with FBI agents and detectives from around the country who had similar racially motivated sniper slayings.  A month later, working off little more than a possible license plate number, police in Kentucky arrested Joseph Paul Franklin but the man escaped from custody.  The FBI placed Franklin on their Ten Most Wanted list, and an intense manhunt began.  The white supremacist killer, responsible for as many as 20 murders, was arrested two months later by FBI agents in Tampa, Florida.

01:40:00 - S2E18
Racial tensions in Buffalo in 1980 were at an all-time high.  Six black males had been brutally murdered--two had their hearts cut out.  The only thing connecting the victims was their ethnicity and the fact that each had been shot with .22 caliber bullets. Residents screamed for the police to stop this serial killer.  With no suspects, local investigators turned to the FBI.  Profilers were able to produce a psychological composite of the type of person the killer would most likely be.  Their analysis paid off.  Using the profile, agents determined a seemingly unrelated event in Georgia was also the work of the .22 caliber killer.  The profile matched the suspect on every point.  It was enough to put the killer away for life.

Unravel the mystery alongside the FBI's greatest law enforcers and forensic scientists.

#TheFBIFiles #TrueCrime

The FBI Files is an American docudrama that takes a look behind the scenes of the Federal Bureau of Investigation's crime laboratory.

Real FBI cases are recounted through reenactments and interviews, due to the sensitive nature of the show, viewer discretion is advised.",2024-11-24T18:00:33Z,UCwxod2w5NT4qMWfMgZivCYQ,The FBI Files
D.C Street Life Full Documentary,https://www.youtube.com/watch?v=NVRO2qmiXKo,3915,611142,1332,DISCLAIMER- Song- Onyx-Last Dayz Copyrights Owned By: UMG,2013-01-13T21:40:24Z,UCHe7RFhS3P6ZeQaVnQeuhDw,TheWildLifers
"Scenes From  Homicide Haven Presents: THE POWER TEAM TAKEOVER in WASHINGTON, D.C. The DVD",https://www.youtube.com/watch?v=qzvuM3lCY3w,6,290,2,"SCENES FROM THE POWER TEAM IN D.C.
THE D.C. EXPERIENCE",2012-06-20T06:00:35Z,UC_ahsinO1CVWsx-iK2Fiukg,homicidehaventv
#Shorts Tragedy in Brookland: The Chilling Triple Homicide That Happened at Colonel Brooks #fyp #dmv,https://www.youtube.com/watch?v=Q1RQsPRUIa4,295,9436,2,"A local restaurant and bar fell victim to a brutal homicide which left 3 workers to be found inside of a freezer. 

Please subscribe to the page if you like our content! Once you do subscribe, please type ""I subscribed."" in the comments for a reply from us!

#colonelbrooks #colonel #brooks #brookland #brooklanddc #dmv #foryou #trending #md #dc #maryland #virginia #va #crime #suspense #crimestory #crimes #suspensestories #foryou #foryoupageofficiall #foryourpage #explore #explorepage #explorer #youtube #youtubefeed #youtuber #share #like #subscribe #subscribetomychannel #sub #subscribers #viral #goviral #washingtondc #districtofcolumbia #shyglizzy #antglizzy #barbarasontv #warinthedmv #dmvhoodzandnewz #dmvhiphop #news #mystery #mysterious",2023-12-12T16:08:20Z,UCYoCNRugx7hibMDPfk04XeA,Paperwork TV 📝📺
"Missing Person/Cold Case Homicide/ Unique Harris Missing  From Washington, DC",https://www.youtube.com/watch?v=wWNQ0pSMzVc,24,2223,12,"Tamara Speaks with Unique Harris Mother, about her mysterious disappearance.",2015-07-28T04:45:08Z,UCEfU5NKSzlzHfPGDYCC9xUg,Real Talk With Tamara
DC already hit with its first homicide...rest easy ashlei #blackculture #dmv #dc,https://www.youtube.com/watch?v=MhNMAw_NO8w,2,368,1,"I'm just touching on a tragic incident that happened to a dear friend of mine. Founding out that she has lost her child kind of made me feel a certain way, and it inspired me to make this video talking about the violence that's hurting our communities nationwide. #blackculture #blacknews #black #dc #dmv #blackonblackcrime #crime #tragedy",2024-01-01T21:55:12Z,UCwVPHVT8o9I4OVECV8y9kbQ,TDTalk TV
