# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Title,Summary,Date,Full_Article
"Infant’s death ruled a homicide in DC, police seek answers",DC police are investigating the death of a 1-year-old over the weekend as a homicide.,"September 30, 2024 7:20pm EDT",D.C. police are investigating the death of a 1-year-old over the weekend as a homicide. FOX 5's David Kaplan has the latest details from police.
OUC oversight roundtable hearing focuses on DC’s embattled 911 call center,"Washington, D.C.’s embattled 911 call center is in the hot seat again and is expected to be the focus of an oversight roundtable hearing Tuesday. The hearing comes after several high-profile response issues including the death of a five-year-old and delays to advanced medical help when the baby's parents called for help.","September 30, 2024 6:01pm EDT","FOX 5's Good Day DC team breaks down the latest local, regional and national news."
"Gloomy, rainy Monday in DC region; wet roads, foggy conditions slow morning commute",It will be a gloomy and rainy start to Monday in D.C. region with wet roads and foggy conditions that are slowing down the morning commute.,"September 30, 2024 12:21pm EDT","Tucker Barnes has the FOX 5 Weather forecast for Monday, September 30"
Hurricane Helene: Biden delivers remarks on devastation,"President Joe Biden said Monday that the federal government will be with survivors and others in the nation's southeast affected by Helene for ""as long as it takes.""","September 30, 2024 12:20pm EDT",President Biden addresses the response efforts to Hurricane Helene in the White House Roosevelt room.
"1 woman shot in DC, surveillance photo of suspect released: police","The Metropolitan Police Department continues to search for a suspect involved in a shooting that left one woman injured in Southeast, D.C.","September 29, 2024 3:24pm EDT","WASHINGTON-The Metropolitan Police Department continues to search for a suspect involved in a shooting that left one woman injured in Southeast, D.C."
DC chefs set new Guinness World Record for largest pupusa,A team of Salvadorian American chefs have officially set a new Guinness World Record for the largest pupusa.,"September 28, 2024 5:15pm EDT",La Casita Pupuseria is attempting to create the world’s largest Pupusa and set a Guinness World Record in D.C.
"DC quadruple shooting leaves 1 dead, 3 suffering gunshot injuries: police",An early morning shooting left one man dead and two other people suffering gunshot wounds in D.C.,"September 28, 2024 10:55am EDT","A quadruple shooting in Southeast, D.C. left one man dead and three people injured."
Man shot near Nationals Park during game against Phillies; police searching for suspect,"Police are investigating a shooting that took place Friday evening near Nationals Park, where the Washington Nationals are currently playing against the Philadelphia Phillies.","September 27, 2024 10:39pm EDT","Police are investigating a shooting that took place Friday evening near Nationals Park, where the Washington Nationals were playing against the Philadelphia Phillies."
Whistleblower claims Special Police Officers are working in DC without licenses,"Are there fake Special Police Officers working in Washington, D.C.?","September 27, 2024 9:57pm EDT","Are there fake Special Police Officers working in Washington, D.C.? FOX 5's Stephanie Ramirez has been checking with various officials on the matter after multiple whistleblowers and concerned community members raised these concerns with us."
Teen found safe after AMBER Alert in DC; suspect escapes,"A teenage girl at the center of an AMBER Alert issued Friday morning has been found safe, leading to the alert's cancellation, according to the Metropolitan Police Department.","September 27, 2024 5:21pm EDT","A teenage girl at the center of an AMBER Alert issued Friday morning has been found safe, leading to the alert's cancellation, according to the Metropolitan Police Department."
National Symphony Orchestra calls off strike at the Kennedy Center,The National Symphony Orchestra has gone on strike at the Kennedy Center.,"September 27, 2024 3:28pm EDT",The National Symphony Orchestra has gone on strike at the Kennedy Center in D.C.
Young woman returns home after being forced in vehicle in possible DC kidnapping,D.C. police are urgently seeking the public’s help in locating a woman and a vehicle involved in a possible kidnapping in southeast Washington.,"September 27, 2024 1:47pm EDT",D.C. police are urgently seeking the public’s help in locating a woman and a vehicle involved in a possible kidnapping in southeast Washington.
Helene Live Tracker: DC impact as remnants bring showers and thunderstorms to region,"All eyes in the Washington, D.C. region are closely watching the remnants of Hurricane Helene as they move inland Friday morning.","September 27, 2024 11:37am EDT","Tucker Barnes has the FOX 5 Weather forecast for Friday, September 27"
Art All Night returns this weekend and more things to do in DC,"Art All Night is returning to the District this weekend along with a number of events. Here's your weekend guide for things to do in D.C., Maryland, and Virginia.","September 27, 2024 11:27am EDT","WASHINGTON-Art All Night is returning to the District this weekend along with a number of events. Here's your weekend guide for things to do in D.C., Maryland, and Virginia."
DC restaurant attempts to make world's largest pupusa to set a Guinness World Record,The D.C. restaurant La Casita Pupuseria will be attempting to create the world’s largest pupusa and set a Guinness World Record.,"September 27, 2024 9:30am EDT",La Casita Pupuseria is attempting to create the world’s largest Pupusa and set a Guinness World Record in D.C.
"Trayon White meets with Ward 8 seniors, vows to stay on ballot amid bribery charges",A D.C. council member facing allegations of bribery told constituents Thursday he has plans to continue running for reelection in November.,"September 26, 2024 4:49pm EDT",A D.C. council member facing allegations of bribery told constituents Thursday he has plans to continue running for reelection in November. FOX 5's Lili Zheng has the story.
"UPS hiring 125,000 seasonal workers, including these positions in DMV","The United Parcel Service wants to hire over 125,000 seasonal workers to help with the holiday rush this season.","September 26, 2024 12:15pm EDT","The United Parcel Service wants to hire over 125,000 seasonal workers to help with the holiday rush this season."
"Hurricane Helene Tracker: After landfall in Florida, could storm remnants impact DC region?","Fast-moving Hurricane Helene is expected to slam into Florida on Thursday. But will the powerful storm impact the Washington, D.C. region later this week?","September 26, 2024 12:13pm EDT",FOX 5' meteorologist Mike Thomas has the latest details on Hurricane Helene and its impact on the D.C. region.
Rudy Giuliani disbarred in DC for his role in pushing Trump’s false 2020 election claims,"Former New York City Mayor Rudy Giuliani was disbarred in Washington on Thursday, months after he lost his law license in New York for pursuing false claims that then-President Donald Trump made about his 2020 presidential election loss.","September 26, 2024 12:04pm EDT","WASHINGTON-Former New York City MayorRudy Giulianiwas disbarred in Washington on Thursday, months after he lost his law license in New York for pursuing false claims that then-PresidentDonald Trumpmade abouthis 2020 presidential election loss."
"1 woman left injured, stabbing suspect flees scene barefoot in DC","The Metropolitan Police Department is investigating a stabbing in Northwest, D.C. that left one woman injured.","September 26, 2024 11:29am EDT","WASHINGTON-The Metropolitan Police Department is investigating a stabbing in Northwest, D.C. that left one woman injured."
Art and activism collide in Corey Ramon Gibson’s DC gallery debut 'All Is Won',"In his debut gallery exhibit ""All Is Won,"" D.C. artist Corey Ramon Gibson delivers a powerful exploration of social issues, weaving together pop culture, history, and personal experience to captivate and challenge viewers.","September 25, 2024 11:43pm EDT","Corey Ramon Gibson stands in front of his piece ""Abubakari II"" inside the 1223 Potomac Gallery in Georgetown."
Judge denies DC sniper Malvo's request to vacate Maryland murder convictions,"Convicted sniper Lee Boyd Malvo’s attorneys are expected to argue Wednesday for the vacating of his six murder convictions in Montgomery County, Maryland, according to the Montgomery County State’s Attorney’s Office.","September 25, 2024 10:13pm EDT","A Montgomery County circuit court judge has denied Lee Boyd Malvo’s request to vacate his ""plea agreement"" in which he pleaded guilty to committing six murders in Montgomery County in October 2002. FOX 5's Bob Barnard has the story."
DC bar Political Pattie’s faces backlash over GOP logo,"Political Pattie’s, a new bar on U Street in Northwest D.C., is already stirring controversy just days after its opening.","September 25, 2024 10:09pm EDT","Political Pattie’s, a new bar on U Street in Northwest D.C., is already stirring controversy just days after its opening. FOX 5's Sierra Fox has the story."
DC Chief Judge Anita Josey-Herring steps down after historic term facing pandemic and crime challenges,D.C.’s Chief Judge Anita Josey-Herring is stepping down after a groundbreaking term marked by the COVID-19 pandemic and record-high homicide rates.,"September 25, 2024 7:15pm EDT",D.C.’s Chief Judge Anita Josey-Herring is stepping down after a groundbreaking term marked by the COVID-19 pandemic and record-high homicide rates. FOX 5's Katie Barlow sat down with her for an exclusive one-on-one interview.
Lyft to end DC scooter service in October as company refocuses on e-bikes,"After a six-year ride, Lyft is hitting the brakes on its electric scooters in Washington, D.C., officially pulling the plug on the service starting next month.","September 25, 2024 5:49pm EDT","The Lyft Inc. logo is seen on an electric scooter in Oakland, California, U.S., on Wednesday, July 31, 2019. Lyft is scheduled to release earnings figures on August 7. Photographer: David Paul Morris/Bloomberg via Getty Images"
Another illegal weed shop busted in DC,"Another illegal cannabis shop was shut down and raided on Wednesday, the fifth closure since a new law passed by the D.C. Council has been enforced in recent weeks.","September 25, 2024 4:45pm EDT","Another illegal cannabis shop was shut down and raided on Wednesday, the fifth closure since a new law passed by the D.C. Council has been enforced in recent weeks. FOX 5's Homa Bash has the story."
Jelly Roll concertgoer spit on by man blocking view during DC show: police,Police are looking for a man they say spit on a concertgoer at a Jelly Roll show over the weekend in D.C.,"September 25, 2024 10:38am EDT",WASHINGTON-Police are looking for a man they say spit on a concertgoer at a Jelly Roll show over the weekend in D.C.
Levee test to close some roads in downtown DC Wednesday,"The National Park Service will close 17th Street between Constitution Avenue NW and Independence Avenue SW from 4 a.m. to 2 p.m. on Wednesday, September 25, for a test installation of the 17th Street levee.","September 25, 2024 10:38am EDT","The National Park Service will close 17th Street between Constitution Avenue NW and Independence Avenue SW from 4 a.m. to 2 p.m. on Wednesday, September 25, for a test installation of the 17th Street levee."
"Rain, Clouds Wednesday across DC region; residual effects from Helene in area by Friday","More rain and clouds are expected Wednesday, bringing another gloomy day to the region. Light rain showers and cooler temperatures will persist throughout the day.","September 25, 2024 10:38am EDT","Taylor Grenda has the FOX 5 Weather forecast for Wednesday, September 25"
Meet Nate Derenge: The Ward 8 reform candidate taking aim at Trayon White amid bribery allegations,"While Nate Derenge has taken aim at Trayon White’s alleged corruption, his platform goes far beyond just criticizing his opponent.","September 24, 2024 8:23pm EDT",Nate Derenge photo via facebook.com/NateWard8
DC Council holds hearing on bill requiring soundproofing for new homes,D.C. council members are working on legislation to crack down on ever-growing noise pollution.,"September 24, 2024 6:26pm EDT",D.C. council members are working on legislation to crack down on ever-growing noise pollution. FOX 5's Bob Barnard has the story.
"Thousands of crime victims march on Capitol Hill, demand more support for survivors","Thousands of crime victims and their families took to Capitol Hill on Tuesday, demanding that lawmakers focus more on the impact violent crime has on victims and their communities.","September 24, 2024 4:37pm EDT","Thousands of crime victims and their families took to Capitol Hill on Tuesday, demanding that lawmakers focus more on the impact violent crime has on victims and their communities. FOX 5's Tom Fitzgerald has the sights and sounds."
Sun will do something tonight for last time until March 2025,"The sun will do something tonight that it won’t do again in the Washington, D.C. region until March 2025.","September 24, 2024 1:25pm EDT","The sun will do something tonight that it won’t do again in the Washington, D.C. region until March 2025."
Showers and cooler temperatures expected across DC region Tuesday,"The Washington, D.C. region will experience cooler temperatures and a chance of showers on Tuesday and into the midweek.","September 24, 2024 8:39am EDT","WASHINGTON-The Washington, D.C. region will experience cooler temperatures and a chance of showers on Tuesday and into the midweek."
Arrest in DC property destruction cases; police investigate as possible hate crimes,D.C. police have arrested a suspect in connection with two property destruction incidents and say they are investigating the offenses as potentially being motivated by hate or bias.,"September 24, 2024 7:25am EDT",WASHINGTON-D.C. police have arrested a suspect in connection with two property destruction incidents and say they are investigating the offenses as potentially being motivated by hate or bias.
DC police investigate shooting in southeast,Authorities are investigating a shooting in southeast Washington.,"September 24, 2024 5:51am EDT",WASHINGTON-Authorities are investigating ashootingin southeast Washington.
Rapid Rehousing Program crisis: DC families at risk of losing homes amid political dispute,"Hundreds of families in Washington D.C.'s Rapid Rehousing Program are facing eviction, as the clock runs out on their housing assistance.","September 23, 2024 6:14pm EDT","Hundreds of families in Washington D.C.'s Rapid Rehousing Program are facing eviction, as the clock runs out on their housing assistance."
Noah Lyles brings medals and motivation to kids at Children’s National Hospital,Olympic sprinter Noah Lyles brought joy and inspiration to young patients at Children’s National Hospital during a special visit on Monday.,"September 23, 2024 5:02pm EDT",It was an exciting day for some patients at Children's National Hospital. Olympian hometown hero Noah Lyles visited and spent special time with some of them. FOX 5's Gwen Tolbart was there.
‘White House Experience’ center features full-scale replica of Oval Office,"The White House Historical Association is unveiling its new educational center, “The People’s House: A White House Experience,” on Monday.","September 23, 2024 10:21am EDT","WASHINGTON-The White House Historical Association is unveiling its new educational center, ""The People’s House: A White House Experience,"" on Monday."
"Gloomy first week of fall in DC region, with clouds and showers","The first week of fall in the Washington, D.C., area is set to be marked by gloomy weather, with persistent clouds and occasional showers before drying out by the weekend.","September 23, 2024 8:08am EDT","WASHINGTON-The first week of fall in theWashington, D.C.,area is set to be marked by gloomy weather, with persistent clouds and occasional showers before drying out by the weekend."
Secret Service uniformed officer accidentally shoots himself while on duty,"The agent, who was on duty, was handling his service weapon when the firearm discharged.","September 22, 2024 9:29pm EDT","The House of Representatives has passed a bipartisan bill increasing U.S. Secret Service (USSS) protections for major presidential and vice presidential candidates after two foiled assassination attempts against former President Donald Trump. It passed with an overwhelming unanimous 405 to 0 vote, a rare show of bipartisanship in Congress. The legislation was introduced by Reps. Ritchie Torres, D-N.Y., and Mike Lawler, R-N.Y., in response to the July 13 shooting at a Trump rally in Butler, Pennsylvania."
16-year-old dies one week after DC crash involving 2 stolen vehicles,A 16-year-old has died a week after two stolen cars crashed in Southeast D.C.,"September 22, 2024 6:12pm EDT",
'Should have got life’: Family criticizes 8-year sentence for driver in fatal bike crash,"A man who ran over and killed a bicyclist in Washington, D.C., was sentenced to eight years in prison, a punishment the victim’s family is calling a ""slap on the wrist.""","September 20, 2024 5:07pm EDT","A man who ran over and killed a bicyclist in Washington, D.C., was sentenced to eight years in prison, a punishment the victim’s family is calling a ""slap on the wrist."" FOX 5's Bob Barnard has the story."
Secret Service snags fence-climber near White House,"An individual was arrested Thursday after scaling the north side fence of the Eisenhower Executive Office Building in Washington, D.C., according to the U.S. Secret Service.","September 20, 2024 4:53pm EDT",Photo via @PenguinSix
"H Street Festival, Race The District, and more things to do in DC","There are plenty of activities taking place in D.C. this weekend, from H Street Festival to Race The District. Here's your weekend guide for things to do in D.C., Maryland, and Virginia.","September 20, 2024 4:31pm EDT","WASHINGTON-There are plenty of activities taking place in D.C. this weekend, from H Street Festival to Race The District. Here's your weekend guide for things to do in D.C., Maryland, and Virginia."
Can the president grant DC statehood? A look at the facts,"At the 2024 Democratic National Convention, Mayor Muriel Bowser said a President Kamala Harris could help make the District of Columbia the 51st state. But is that even possible?","September 20, 2024 4:21pm EDT",FOX 5's Katie Barlow breaks down whether or not the president of the United States has the power to make D.C. the 51st state.
15 year old arrested after making threats directed at schools in the DC area on social media,The Metropolitan Police Department has arrested a teenager for making threats directed at schools in the District on social media.,"September 20, 2024 3:39pm EDT",WASHINGTON-The Metropolitan Police Department has arrested a teenager for making threats directed at schools in the District on social media.
Shooting in Applebee's parking lot leaves 1 dead in Maryland,Prince George's County police are investigating a shooting in an AppleBee's parking lot that left one man dead.,"September 20, 2024 2:06pm EDT",Prince George's County police are investigating a shooting in an Applebee's parking lot that left one man dead.
Family hopes new surveillance video will lead to arrest in senior's Southeast DC murder,"The family of Johnny Reeves, a 70-year-old man who was fatally stabbed in Southeast D.C., is asking for the public’s help in identifying a person of interest in his murder. D.C. police released new surveillance video Thursday in the hopes it will lead to an arrest.","September 19, 2024 10:17pm EDT","The family of Johnny Reeves, a 70-year-old man who was fatally stabbed in Southeast D.C., is asking for the public’s help in identifying a person of interest in his murder. D.C. police released new surveillance video Thursday in the hopes it will lead to an arrest. FOX 5's Shomari Stone has the story."
VIDEO: Canna Coffee owner under fire for berating delivery driver accused in another racist incident,The owner of a D.C. cafe and restaurant who was caught on camera delivering a racist rant toward a delivery driver for not speaking English has been accused of using derogatory language in another incident back in March.,"September 19, 2024 4:26pm EDT",The owner of a D.C. cafe who was caught on camera delivering a racist rant toward a delivery driver for not speaking English has been accused of using derogatory language in another incident back in March.
DC road closures ahead of H Street Festival and DC Half Marathon,Several events will be taking place in the district and impacting traffic. Here's what you need to know about road closures and delays.,"September 19, 2024 10:31am EDT",WASHINGTON-Several events will be taking place in the district and impacting traffic. Here's what you need to know about road closures and delays.
Violent video targeting schools in DC and Maryland circulates on social media,A violent video of an individual holding a firearm and targeting different schools in the D.C. area is raising concerns.,"September 19, 2024 9:27am EDT",WASHINGTON-A violent video of an individual holding a firearm and targeting different schools in the D.C. and Maryland areas raises concerns.
"15-year-old boy suspected in shooting that left man injured, police say",Authorities say a 15-year-old boy is suspected of firing shots that left a man injured in northwest Washington.,"September 19, 2024 8:25am EDT",WASHINGTON-Authorities say a 15-year-old boy is suspected offiring shotsthat left a man injured in northwestWashington.
Mostly dry Thursday expected with some spotty showers possible,"Despite the possibility of a few spotty showers, Thursday is expected to be mostly dry, says FOX 5’s Taylor Grenda.","September 19, 2024 8:25am EDT","WASHINGTON-Despite the possibility of a few spotty showers, Thursday is expected to be mostly dry, says FOX 5’s Taylor Grenda."
More bathrooms coming to the National Mall? Project could start by 2026,"The National Mall is a great place to go. Unless that is, well, you have to go.","September 18, 2024 9:17pm EDT",A new project that proposes building 12 new restrooms along the National Mall is set to be presented to the National Capital Planning Commission in early October. FOX 5's Josh Rosenthal has the story.
Uber Eats dumps DC coffee shop after owner's racist rant,"D.C. police are investigating an incident involving the owner of Canna Coffee, who was caught on video berating an Uber food delivery driver for not speaking English.","September 18, 2024 9:17pm EDT","In response to a viral video, Uber has removed Canna Coffee from its platform. FOX 5's Sierra Fox has the latest developments."
DC lawmakers once again take aim at illegal weed businesses,"Lawmakers in Washington, D.C. are cracking down on illegal weed businesses that have been operating unlicensed for years.","September 18, 2024 6:34pm EDT","Lawmakers in Washington, D.C. are cracking down on illegal weed businesses that have been operating unlicensed for years. On Wednesday, two more shops were shut down as part of new enforcement."
'Love is Blind' DC cast revealed. Does anyone look familiar?,The Netflix show ‘Love is Blind’ has made its way to the nation's capital,"September 18, 2024 3:03pm EDT",The Love is Blind D.C. cast has been revealed and many are saying it does not reflect the true essence of D.C.
H Street Festival takes over DC,The 19th H Street Festival is returning to D.C. this weekend on the H Street Northeast Corridor.,"September 18, 2024 10:39am EDT","One of D.C.’s ""best kept secret"" is heading to the city this weekend. The annual H Street Festival spans 11 blocks and features music, dance, fashion, and shopping."
Messy Wednesday commute as rain returns to DC region,"Showers and thunderstorms are expected across the Washington, D.C. region on Wednesday, potentially complicating the commute for drivers.","September 18, 2024 9:24am EDT","WASHINGTON-Showers and thunderstorms are expected across the Washington, D.C. region on Wednesday, potentially complicating the commute for drivers."
Uber Eats driver’s viral encounter with DC coffee shop owner sparks hate crime investigation,"A viral video showing a Washington, D.C. business owner allegedly berating an Uber delivery driver for speaking Spanish has sparked a police investigation into a potential hate crime and simple assault.","September 18, 2024 9:21am EDT","A viral video showing a Washington, D.C. business owner allegedly berating an Uber delivery driver for speaking Spanish has sparked a police investigation into a potential hate crime and simple assault. FOX 5's Sierra Fox has the latest details."
DC woman survives shooting in Columbia Heights; aunt recovering,"A woman is speaking out exclusively with FOX 5 after surviving a shooting that took place in Northwest, D.C. late last month.","September 17, 2024 9:58pm EDT","A woman is speaking out after surviving a shooting that took place in Northwest, D.C. late last month. FOX 5's Shomari Stone has the story."
DC Council removes Trayon White from committee leadership role,D.C. Ward 8 Councilman Trayon White was booted from his committee chairmanship position by the D.C. Council on their first day back from summer recess.,"September 17, 2024 7:17pm EDT",The D.C. Council has voted to dismantle the committees chaired by embattled Councilmember Trayon White as its investigation into him continues. A closed meeting took place to discuss White’s future on the council ahead of today’s legislative session. FOX 5’s Tisha Lewis has the latest details.
12-year-old accused of serial car thefts in Montgomery County also reported missing 3 times,FOX 5 has learned new information about a 12-year-old boy accused of stealing multiple cars and scooters across Montgomery County.  It turns out that he's apparently the same boy that D.C. police have reported missing several times over many months.,"September 17, 2024 7:01pm EDT",FOX 5 has learned new information about a 12-year-old boy accused of stealing multiple cars and scooters across Montgomery County.  It turns out that he's apparently the same boy that D.C. police have reported missing several times over many months.
Humane Rescue Alliance investigating after dog shot in head in Southeast DC,The Humane Rescue Alliance is offering a reward for information about the person responsible for shooting a dog in the head last week.,"September 17, 2024 1:20pm EDT",
When is the first day of fall 2024?,You can feel it in the crisp air across the DMV. Fall is almost here!,"September 17, 2024 11:25am EDT",WASHINGTON-You can feel it in the crisp air across the DMV. Fall is almost here!
Tropical moisture brings much-needed rain to DC region,"Rain is expected across the Washington, D.C. Tuesday, with tropical moisture bringing much-needed precipitation. While the impact has lessened over the past 24 hours, the area should still prepare for a humid, breezy day with intermittent showers.","September 17, 2024 11:25am EDT","WASHINGTON-Rain is expected across the Washington, D.C. Tuesday, with tropical moisture bringing much-needed precipitation. While the impact has lessened over the past 24 hours, the area should still prepare for a humid, breezy day with intermittent showers."
"How to register to vote in DC, Maryland, & Virginia","Here’s how you can register to vote in Washington, D.C., Maryland, and Virginia on National Voter Registration Day.","September 17, 2024 9:04am EDT","September 17th is National Voter Registration Day. Roughly 244 million Americans are eligible to vote this year. Washington, D.C. and 38 states offer both early voting and mail-in ballots to all voters."
Family of violence interrupter killed by DC police calls for DOJ investigation,The family of a D.C. man killed in an officer-involved shooting is calling for the Department of Justice to open a civil rights investigation and to look into the police department’s practices.,"September 16, 2024 5:33pm EDT","The family of Justin Robinson, a violence interrupter in D.C., wants the Department of Justice to investigate the case. FOX 5's Lili Zheng has the story."
ACLU report exposes stark racial disparities in DC police stops,"A new report from the American Civil Liberties Union has revealed troubling data about police encounters in Washington, D.C., showing a stark racial disparity in stops made by the Metropolitan Police Department.","September 16, 2024 5:31pm EDT","WASHINGTON-A new report from the American Civil Liberties Union has revealed troubling data about police encounters in Washington, D.C., showing a stark racial disparity in stops made by theMetropolitan Police Department."
Tropical disturbance expected to bring rain to DC region midweek,"Enjoy the dry weather Monday, as significant changes are on the horizon for the D.C. region.","September 16, 2024 1:15pm EDT","WASHINGTON-Enjoy the dry weather Monday, as significant changes are on the horizon for the D.C. region."
Man killed when gunfire erupts near DC’s Dupont Circle neighborhood,"A man was killed early Monday morning after gunfire erupted near the Dupont Circle neighborhood of northwest Washington, D.C.","September 16, 2024 11:57am EDT","A person was shot early Monday morning near the Dupont Circle neighborhood of northwest Washington, D.C. The shooting happened around 5:14 a.m. in the 1700 block of Rhode Island Avenue."
Anti-Israel protester charged for spray-painting 'Gaza' on statue outside DC's Union Station: prosecutors,"A 20-year-old Maryland woman who was caught on video spray-painting ""Gaza"" on the Columbus Fountain outside of Washington, D.C.’s Union Station earlier this summer has been arrested Friday and is now facing a federal charge, prosecutors say.","September 13, 2024 7:07pm EDT",
4 suspects steal ATM from business in Southeast DC,"The Metropolitan Police Department continues to search for four suspects involved in stealing an ATM from a business in Southeast, D.C.","September 13, 2024 12:33pm EDT","WASHINGTON-The Metropolitan Police Department continues to search for four suspects involved in stealing an ATM from a business in Southeast, D.C."
DC police officer killed trying to retrieve gun from storm drain remembered at funeral,"A Washington, D.C. police officer who died after a gun he was trying to recover from a storm drain accidentally fired was remembered during funeral services Thursday.","September 13, 2024 8:46am EDT","A Washington, D.C. police officer who died after a gun he was trying to recover from a storm drain accidentally fired was remembered during funeral services Thursday."
Francine remnants bring Friday the 13th clouds to DC region,"FOX 5’s Taylor Grenda says the remnants of what was Hurricane Francine will bring cloud coverage to the Washington, D.C. area, creating a gloomy start to Friday the 13th.","September 13, 2024 8:46am EDT","WASHINGTON-FOX 5’s Taylor Grenda says the remnants of what was Hurricane Francine will bring cloud coverage to the Washington, D.C. area, creating a gloomy start to Friday the 13th."
Shepherd Elementary staff member uses N-word in front of students,A letter was sent home to Shepherd Elementary families in regard to a racist incident where a staff member said the n-word.,"September 12, 2024 10:09pm EDT","A D.C. school is apologizing for what they're calling an ""unacceptable"" conversation on racism. It involved fourth graders at Shepherd Elementary School being segregated. FOX 5's Lili Zheng spoke to parents about the issue."
"DC councilman accused of taking $156K in bribes, pleads not guilty",D.C. Councilmember Trayon White pleaded not guilty in federal court Thursday afternoon to charges of bribery.,"September 12, 2024 5:17pm EDT",D.C. Councilmember Trayon White pleaded not guilty in federal court Thursday afternoon to charges of bribery.
Howard University named top HBCU by Forbes,"Forbes magazine recently named Howard University the top historical Black college or university in the nation, according to its 2024–2025 America’s Top Colleges rankings.","September 12, 2024 1:30pm EDT","The Bloomberg Philanthropies’ Greenwood Initiative gifted four of the nation’s historically Black medical schools. Howard University College of Medicine, Meharry Medical College, and Morehouse School of Medicine will each receive a gift of $175 million."
16 and 17 year old shot in Southeast DC: police,"Two teenage boys were left suffering gunshot wounds after a shooting in Southeast, D.C.","September 12, 2024 10:35am EDT","Two teenage boys were left suffering gunshot wounds after a shooting in Southeast, D.C."
Never-before-seen 9/11 photos on display at Fashion Centre exhibit,"On September 11, 2001, Bob Pugh followed his journalistic instincts, and rushed to the Pentagon after hearing about the terrorist attack — ultimately capturing compelling video of a chaotic scene unfolding.","September 11, 2024 11:11pm EDT",Never-before-seen images from 9/11 are now on display at Fashion Centre at Pentagon City. FOX 5's Sierra Fox spoke to the photographer who took the pictures near the Pentagon that fateful day.
Protest over DC shooting of Violence Interrupter escalates; seven arrests made,"Seven people were arrested after a protest in D.C. over a deadly officer-involved shooting turned violent, police said.","September 11, 2024 6:27pm EDT","Seven people were arrested after a protest in D.C. over a deadly officer-involved shooting turned violent, police said. On Wednesday, MPD released the names of the suspects who were taken into custody Tuesday night. FOX 5's Lili Zheng has the story."
"Funeral services set for DC police officer Wayne David, road closures expected","The funeral for Investigator Wayne David, a 25-year veteran of the D.C. police force, will take place Thursday at Ebenezer A.M.E. Church in Fort Washington, Maryland.","September 11, 2024 5:28pm EDT",
US officials warn of continued terror threats on 9/11 anniversary,"On the 23rd anniversary of the Sept. 11 terrorist attacks, current and former federal officials are cautioning that the U.S. must remain vigilant to prevent future threats.","September 11, 2024 4:11pm EDT",
"DC region marks 23 years since 9/11 terrorist attacks with tributes, tears","The U.S. is marking 23 years since the 9/11 terrorist attacks with tributes and remembrance ceremonies nationwide, including several in the Washington, D.C. area.","September 11, 2024 1:36pm EDT","WASHINGTON-The U.S. is marking 23 years since the 9/11 terrorist attacks with tributes and remembrance ceremonies nationwide, including several in the Washington, D.C. area."
FOX 5’s Jacqueline Matter reflects on 9/11 and its impact on her career,"As the nation marked 23 years since the terrorist attacks of September 11, 2001, FOX 5’s Jacqueline Matter shared her poignant memories of the day, detailing how the tragic events shaped her life and career.","September 11, 2024 1:34pm EDT","WASHINGTON-As the nation marked 23 years since the terrorist attacks of September 11, 2001,FOX 5’s Jacqueline Mattershared her poignant memories of the day, detailing how the tragic events shaped her life and career."
Photo of stabbing suspect captured on surveillance camera in DC,The Metropolitan Police Department continues to search for a stabbing suspect in D.C.,"September 11, 2024 11:09am EDT",WASHINGTON-The Metropolitan Police Department continues to search for a stabbing suspect in D.C.
DC police officer’s cause of death determined after trying to retrieve gun from storm drain,"The medical examiner’s office has determined the cause of death of a Washington, D.C. police officer who died after a gun he was trying to recover from a storm drain accidentally fired.","September 11, 2024 10:59am EDT","WASHINGTON-The medical examiner’s office has determined the cause of death of a Washington, D.C. police officer who died after a gun he was trying to recover from a storm drain accidentally fired."
"Several residents, cats displaced after DC apartment fire",Several residents and at least two cats have been displaced after an early morning fire tore through a D.C. apartment on Wednesday.,"September 11, 2024 7:58am EDT",WASHINGTON-Several residents and at least two cats have been displaced after an early morning fire tore through a D.C. apartment on Wednesday.
Will Hurricane Francine impact DC region?,"Will the Washington, D.C. region be impacted by the remnants of Hurricane Francine?","September 11, 2024 5:50am EDT",WASHINGTON-Hurricane Francine is barreling toward Louisiana and is expected to make landfall sometime Wednesday.
Protest at site of deadly DC police shooting after body cam footage released,Police have shut down streets in Southeast D.C. in anticipation of protests where a Violence Interrupter for the city was shot and killed by D.C. police last week.,"September 10, 2024 10:52pm EDT",Police have shut down streets in Southeast D.C. in anticipation of protests where a Violence Interrupter for the city was shot and killed by D.C. police last week. FOX 5's Nana-Sentuo Bonsu reports live from the protests.
70-year-old Maryland man stabbed to death in Southeast DC,"A 70-year-old man from Upper Marlboro, Maryland was stabbed to death early Tuesday morning in Southeast D.C.","September 10, 2024 8:39pm EDT","Johnathan Reeves, 70, of Upper Marlboro, Maryland. Photo via family"
DC police release bodycam video of deadly shooting involving Violence Interrupter Justin Robinson,"Body camera footage released by D.C. police Monday shows the moment officers shot and killed Justin Robinson, a Violence Interrupter for the city, during an incident at a Southeast McDonald’s last week.","September 10, 2024 8:03pm EDT","The family of Justin Robinson, a Violence Interrupter in D.C., decided to allow police to release the bodycam video showing his encounter with officers. FOX 5's Nana-Sentuo Bonsu has the story."
